Date,Team1,Team1_Runs,Team2,Team2_Runs
"Saturday, June 22, 2024",Los Angeles Angels,2,Los Angeles Dodgers,7
"Saturday, June 22, 2024",Seattle Mariners,9,Miami Marlins,0
"Saturday, June 22, 2024",Atlanta Braves,3,New York Yankees,8
"Saturday, June 22, 2024",Minnesota Twins,10,Oakland Athletics,2
"Saturday, June 22, 2024",Arizona D'Backs,1,Philadelphia Phillies,12
"Saturday, June 22, 2024",Tampa Bay Rays,3,Pittsburgh Pirates,4
"Saturday, June 22, 2024",Milwaukee Brewers,4,San Diego Padres,6
"Saturday, June 22, 2024",San Francisco Giants,4,St. Louis Cardinals,9
"Saturday, June 22, 2024",Kansas City Royals,0,Texas Rangers,6
"Sunday, June 23, 2024",New York Mets,5,Chicago Cubs,2
"Sunday, June 23, 2024",Boston Red Sox,7,Cincinnati Reds,4
"Sunday, June 23, 2024",Toronto Blue Jays,5,Cleveland Guardians,6
"Sunday, June 23, 2024",Washington Nationals,2,Colorado Rockies,1
"Sunday, June 23, 2024",Chicago White Sox,2,Detroit Tigers,11
"Sunday, June 23, 2024",Baltimore Orioles,1,Houston Astros,8
"Sunday, June 23, 2024",Seattle Mariners,4,Miami Marlins,6
"Sunday, June 23, 2024",Atlanta Braves,3,New York Yankees,1
"Sunday, June 23, 2024",Minnesota Twins,3,Oakland Athletics,0
"Sunday, June 23, 2024",Arizona D'Backs,1,Philadelphia Phillies,4
"Sunday, June 23, 2024",Tampa Bay Rays,3,Pittsburgh Pirates,1
"Sunday, June 23, 2024",Milwaukee Brewers,6,San Diego Padres,2
"Sunday, June 23, 2024",San Francisco Giants,3,St. Louis Cardinals,5
"Sunday, June 23, 2024",Kansas City Royals,0,Texas Rangers,4
"Monday, June 24, 2024",Oakland Athletics,1,Los Angeles Angels,5
"Monday, June 24, 2024",Cleveland Guardians,3,Baltimore Orioles,2
"Monday, June 24, 2024",Toronto Blue Jays,6,Boston Red Sox,7
"Monday, June 24, 2024",Los Angeles Dodgers,3,Chicago White Sox,0
"Monday, June 24, 2024",Pittsburgh Pirates,5,Cincinnati Reds,11
"Monday, June 24, 2024",Philadelphia Phillies,8,Detroit Tigers,1
"Monday, June 24, 2024",Miami Marlins,1,Kansas City Royals,4
"Monday, June 24, 2024",Texas Rangers,3,Milwaukee Brewers,6
"Monday, June 24, 2024",Washington Nationals,6,San Diego Padres,7
"Monday, June 24, 2024",Chicago Cubs,4,San Francisco Giants,5
"Monday, June 24, 2024",Atlanta Braves,3,St. Louis Cardinals,4
"Monday, June 24, 2024",Seattle Mariners,3,Tampa Bay Rays,4
"Tuesday, June 25, 2024",Oakland Athletics,5,Los Angeles Angels,7
"Tuesday, June 25, 2024",Minnesota Twins,4,Arizona D'Backs,5
"Tuesday, June 25, 2024",Cleveland Guardians,10,Baltimore Orioles,8
"Tuesday, June 25, 2024",Toronto Blue Jays,9,Boston Red Sox,4
"Tuesday, June 25, 2024",Los Angeles Dodgers,4,Chicago White Sox,3
"Tuesday, June 25, 2024",Pittsburgh Pirates,9,Cincinnati Reds,5
"Tuesday, June 25, 2024",Philadelphia Phillies,1,Detroit Tigers,4
"Tuesday, June 25, 2024",Colorado Rockies,2,Houston Astros,5
"Tuesday, June 25, 2024",Miami Marlins,2,Kansas City Royals,1
"Tuesday, June 25, 2024",Texas Rangers,1,Milwaukee Brewers,3
"Tuesday, June 25, 2024",New York Yankees,7,New York Mets,9
"Tuesday, June 25, 2024",Washington Nationals,7,San Diego Padres,9
"Tuesday, June 25, 2024",Chicago Cubs,1,San Francisco Giants,5
"Tuesday, June 25, 2024",Seattle Mariners,3,Tampa Bay Rays,11
"Wednesday, June 26, 2024",Oakland Athletics,2,Los Angeles Angels,5
"Wednesday, June 26, 2024",Minnesota Twins,8,Arizona D'Backs,3
"Wednesday, June 26, 2024",Cleveland Guardians,2,Baltimore Orioles,4
"Wednesday, June 26, 2024",Los Angeles Dodgers,4,Chicago White Sox,0
"Wednesday, June 26, 2024",Pittsburgh Pirates,6,Cincinnati Reds,1
"Wednesday, June 26, 2024",Philadelphia Phillies,6,Detroit Tigers,2
"Wednesday, June 26, 2024",Colorado Rockies,1,Houston Astros,7
"Wednesday, June 26, 2024",Miami Marlins,1,Kansas City Royals,5
"Wednesday, June 26, 2024",Texas Rangers,5,Milwaukee Brewers,6
"Wednesday, June 26, 2024",New York Yankees,2,New York Mets,12
"Wednesday, June 26, 2024",Washington Nationals,5,San Diego Padres,8
"Wednesday, June 26, 2024",Chicago Cubs,3,San Francisco Giants,4
"Wednesday, June 26, 2024",Atlanta Braves,6,St. Louis Cardinals,2
"Wednesday, June 26, 2024",Atlanta Braves,1,St. Louis Cardinals,4
"Wednesday, June 26, 2024",Seattle Mariners,5,Tampa Bay Rays,2
"Thursday, June 27, 2024",Detroit Tigers,0,Los Angeles Angels,5
"Thursday, June 27, 2024",Minnesota Twins,13,Arizona D'Backs,6
"Thursday, June 27, 2024",Texas Rangers,2,Baltimore Orioles,11
"Thursday, June 27, 2024",Atlanta Braves,0,Chicago White Sox,1
"Thursday, June 27, 2024",Cleveland Guardians,1,Kansas City Royals,2
"Thursday, June 27, 2024",Miami Marlins,7,Philadelphia Phillies,4
"Thursday, June 27, 2024",Chicago Cubs,5,San Francisco Giants,3
"Thursday, June 27, 2024",Cincinnati Reds,11,St. Louis Cardinals,4
"Thursday, June 27, 2024",New York Yankees,2,Toronto Blue Jays,9
"Friday, June 28, 2024",Detroit Tigers,2,Los Angeles Angels,5
"Friday, June 28, 2024",Oakland Athletics,9,Arizona D'Backs,4
"Friday, June 28, 2024",Pittsburgh Pirates,1,Atlanta Braves,6
"Friday, June 28, 2024",Texas Rangers,1,Baltimore Orioles,2
"Friday, June 28, 2024",San Diego Padres,9,Boston Red Sox,2
"Friday, June 28, 2024",Colorado Rockies,3,Chicago White Sox,5
"Friday, June 28, 2024",Cleveland Guardians,3,Kansas City Royals,10
"Friday, June 28, 2024",Chicago Cubs,2,Milwaukee Brewers,4
"Friday, June 28, 2024",Houston Astros,2,New York Mets,7
"Friday, June 28, 2024",Miami Marlins,0,Philadelphia Phillies,2
"Friday, June 28, 2024",Minnesota Twins,2,Seattle Mariners,3
"Friday, June 28, 2024",Los Angeles Dodgers,3,San Francisco Giants,5
"Friday, June 28, 2024",Cincinnati Reds,0,St. Louis Cardinals,1
"Friday, June 28, 2024",Washington Nationals,1,Tampa Bay Rays,3
"Friday, June 28, 2024",New York Yankees,16,Toronto Blue Jays,5
"Saturday, June 29, 2024",Detroit Tigers,5,Los Angeles Angels,6
"Saturday, June 29, 2024",Oakland Athletics,0,Arizona D'Backs,3
"Saturday, June 29, 2024",Pittsburgh Pirates,1,Atlanta Braves,2
"Saturday, June 29, 2024",Texas Rangers,5,Baltimore Orioles,6
"Saturday, June 29, 2024",San Diego Padres,11,Boston Red Sox,1
"Saturday, June 29, 2024",Colorado Rockies,3,Chicago White Sox,11
"Saturday, June 29, 2024",Cleveland Guardians,7,Kansas City Royals,2
"Saturday, June 29, 2024",Chicago Cubs,5,Milwaukee Brewers,3
"Saturday, June 29, 2024",Houston Astros,9,New York Mets,6
"Saturday, June 29, 2024",Miami Marlins,3,Philadelphia Phillies,2
"Saturday, June 29, 2024",Minnesota Twins,5,Seattle Mariners,1
"Saturday, June 29, 2024",Los Angeles Dodgers,14,San Francisco Giants,7
"Saturday, June 29, 2024",Cincinnati Reds,9,St. Louis Cardinals,4
"Saturday, June 29, 2024",Washington Nationals,8,Tampa Bay Rays,1
"Saturday, June 29, 2024",New York Yankees,3,Toronto Blue Jays,9
"Sunday, June 30, 2024",Detroit Tigers,7,Los Angeles Angels,6
"Sunday, June 30, 2024",Oakland Athletics,1,Arizona D'Backs,5
"Sunday, June 30, 2024",Pittsburgh Pirates,4,Atlanta Braves,2
"Sunday, June 30, 2024",Texas Rangers,11,Baltimore Orioles,2
"Sunday, June 30, 2024",San Diego Padres,1,Boston Red Sox,4
"Sunday, June 30, 2024",Colorado Rockies,5,Chicago White Sox,4
"Sunday, June 30, 2024",Cleveland Guardians,2,Kansas City Royals,6
"Sunday, June 30, 2024",Chicago Cubs,1,Milwaukee Brewers,7
"Sunday, June 30, 2024",Houston Astros,10,New York Mets,5
"Sunday, June 30, 2024",Miami Marlins,6,Philadelphia Phillies,7
"Sunday, June 30, 2024",Minnesota Twins,5,Seattle Mariners,3
"Sunday, June 30, 2024",Los Angeles Dodgers,4,San Francisco Giants,10
"Sunday, June 30, 2024",Cincinnati Reds,0,St. Louis Cardinals,2
"Sunday, June 30, 2024",Washington Nationals,0,Tampa Bay Rays,5
"Sunday, June 30, 2024",New York Yankees,8,Toronto Blue Jays,1
"Monday, July 1, 2024",Milwaukee Brewers,7,Colorado Rockies,8
"Monday, July 1, 2024",Houston Astros,3,Toronto Blue Jays,1
"Monday, July 1, 2024",New York Mets,9,Washington Nationals,7
"Tuesday, July 2, 2024",San Francisco Giants,5,Atlanta Braves,3
"Tuesday, July 2, 2024",Philadelphia Phillies,6,Chicago Cubs,4
"Tuesday, July 2, 2024",Chicago White Sox,6,Cleveland Guardians,7
"Tuesday, July 2, 2024",Milwaukee Brewers,4,Colorado Rockies,3
"Tuesday, July 2, 2024",Tampa Bay Rays,5,Kansas City Royals,1
"Tuesday, July 2, 2024",Arizona D'Backs,5,Los Angeles Dodgers,6
"Tuesday, July 2, 2024",Boston Red Sox,8,Miami Marlins,3
"Tuesday, July 2, 2024",Detroit Tigers,3,Minnesota Twins,5
"Tuesday, July 2, 2024",Cincinnati Reds,5,New York Yankees,4
"Tuesday, July 2, 2024",Los Angeles Angels,5,Oakland Athletics,7
"Tuesday, July 2, 2024",St. Louis Cardinals,7,Pittsburgh Pirates,4
"Tuesday, July 2, 2024",Baltimore Orioles,2,Seattle Mariners,0
"Tuesday, July 2, 2024",San Diego Padres,0,Texas Rangers,7
"Tuesday, July 2, 2024",Houston Astros,6,Toronto Blue Jays,7
"Tuesday, July 2, 2024",New York Mets,7,Washington Nationals,2
"Wednesday, July 3, 2024",San Francisco Giants,1,Atlanta Braves,3
"Wednesday, July 3, 2024",Philadelphia Phillies,5,Chicago Cubs,3
"Wednesday, July 3, 2024",Chicago White Sox,8,Cleveland Guardians,2
"Wednesday, July 3, 2024",Milwaukee Brewers,3,Colorado Rockies,0
"Wednesday, July 3, 2024",Tampa Bay Rays,2,Kansas City Royals,4
"Wednesday, July 3, 2024",Arizona D'Backs,12,Los Angeles Dodgers,4
"Wednesday, July 3, 2024",Boston Red Sox,7,Miami Marlins,2
"Wednesday, July 3, 2024",Detroit Tigers,9,Minnesota Twins,2
"Wednesday, July 3, 2024",Cincinnati Reds,3,New York Yankees,2
"Wednesday, July 3, 2024",Los Angeles Angels,0,Oakland Athletics,5
"Wednesday, July 3, 2024",St. Louis Cardinals,4,Pittsburgh Pirates,5
"Wednesday, July 3, 2024",Baltimore Orioles,4,Seattle Mariners,1
"Wednesday, July 3, 2024",San Diego Padres,6,Texas Rangers,4
"Wednesday, July 3, 2024",Houston Astros,9,Toronto Blue Jays,2
"Wednesday, July 3, 2024",New York Mets,5,Washington Nationals,7
"Thursday, July 4, 2024",San Francisco Giants,4,Atlanta Braves,2
"Thursday, July 4, 2024",Philadelphia Phillies,2,Chicago Cubs,10
"Thursday, July 4, 2024",Chicago White Sox,4,Cleveland Guardians,8
"Thursday, July 4, 2024",Milwaukee Brewers,3,Colorado Rockies,4
"Thursday, July 4, 2024",Tampa Bay Rays,10,Kansas City Royals,8
"Thursday, July 4, 2024",Arizona D'Backs,9,Los Angeles Dodgers,3
"Thursday, July 4, 2024",Boston Red Sox,6,Miami Marlins,5
"Thursday, July 4, 2024",Detroit Tigers,3,Minnesota Twins,12
"Thursday, July 4, 2024",Cincinnati Reds,8,New York Yankees,4
"Thursday, July 4, 2024",Los Angeles Angels,0,Oakland Athletics,5
"Thursday, July 4, 2024",St. Louis Cardinals,3,Pittsburgh Pirates,2
"Thursday, July 4, 2024",Baltimore Orioles,3,Seattle Mariners,7
"Thursday, July 4, 2024",San Diego Padres,3,Texas Rangers,1
"Thursday, July 4, 2024",Houston Astros,5,Toronto Blue Jays,3
"Thursday, July 4, 2024",New York Mets,0,Washington Nationals,1
"Friday, July 5, 2024",Philadelphia Phillies,8,Atlanta Braves,6
"Friday, July 5, 2024",Los Angeles Angels,1,Chicago Cubs,5
"Friday, July 5, 2024",Detroit Tigers,5,Cincinnati Reds,4
"Friday, July 5, 2024",San Francisco Giants,4,Cleveland Guardians,2
"Friday, July 5, 2024",Kansas City Royals,2,Colorado Rockies,4
"Friday, July 5, 2024",Milwaukee Brewers,5,Los Angeles Dodgers,8
"Friday, July 5, 2024",Chicago White Sox,3,Miami Marlins,2
"Friday, July 5, 2024",Houston Astros,13,Minnesota Twins,12
"Friday, July 5, 2024",Boston Red Sox,5,New York Yankees,3
"Friday, July 5, 2024",Baltimore Orioles,3,Oakland Athletics,2
"Friday, July 5, 2024",New York Mets,2,Pittsburgh Pirates,14
"Friday, July 5, 2024",Arizona D'Backs,8,San Diego Padres,10
"Friday, July 5, 2024",Toronto Blue Jays,1,Seattle Mariners,2
"Friday, July 5, 2024",Tampa Bay Rays,0,Texas Rangers,3
"Friday, July 5, 2024",St. Louis Cardinals,7,Washington Nationals,6
"Saturday, July 6, 2024",Philadelphia Phillies,1,Atlanta Braves,5
"Saturday, July 6, 2024",Los Angeles Angels,7,Chicago Cubs,0
"Saturday, July 6, 2024",Detroit Tigers,5,Cincinnati Reds,3
"Saturday, July 6, 2024",San Francisco Giants,4,Cleveland Guardians,5
"Saturday, July 6, 2024",Kansas City Royals,1,Colorado Rockies,3
"Saturday, July 6, 2024",Milwaukee Brewers,3,Los Angeles Dodgers,5
"Saturday, July 6, 2024",Chicago White Sox,3,Miami Marlins,4
"Saturday, July 6, 2024",Houston Astros,3,Minnesota Twins,9
"Saturday, July 6, 2024",Boston Red Sox,4,New York Yankees,14
"Saturday, July 6, 2024",Baltimore Orioles,8,Oakland Athletics,19
"Saturday, July 6, 2024",New York Mets,5,Pittsburgh Pirates,2
"Saturday, July 6, 2024",Arizona D'Backs,7,San Diego Padres,5
"Saturday, July 6, 2024",Toronto Blue Jays,5,Seattle Mariners,4
"Saturday, July 6, 2024",Tampa Bay Rays,3,Texas Rangers,4
"Saturday, July 6, 2024",St. Louis Cardinals,6,Washington Nationals,14
"Sunday, July 7, 2024",Philadelphia Phillies,0,Atlanta Braves,6
"Sunday, July 7, 2024",Los Angeles Angels,0,Chicago Cubs,5
"Sunday, July 7, 2024",Detroit Tigers,5,Cincinnati Reds,1
"Sunday, July 7, 2024",San Francisco Giants,4,Cleveland Guardians,5
"Sunday, July 7, 2024",Kansas City Royals,10,Colorado Rockies,1
"Sunday, July 7, 2024",Milwaukee Brewers,9,Los Angeles Dodgers,2
"Sunday, July 7, 2024",Chicago White Sox,4,Miami Marlins,7
"Sunday, July 7, 2024",Houston Astros,2,Minnesota Twins,3
"Sunday, July 7, 2024",Boston Red Sox,3,New York Yankees,0
"Sunday, July 7, 2024",Baltimore Orioles,6,Oakland Athletics,3
"Sunday, July 7, 2024",New York Mets,3,Pittsburgh Pirates,2
"Sunday, July 7, 2024",Arizona D'Backs,9,San Diego Padres,1
"Sunday, July 7, 2024",Toronto Blue Jays,5,Seattle Mariners,4
"Sunday, July 7, 2024",Tampa Bay Rays,2,Texas Rangers,13
"Sunday, July 7, 2024",St. Louis Cardinals,8,Washington Nationals,3
"Monday, July 8, 2024",Texas Rangers,9,Los Angeles Angels,4
"Monday, July 8, 2024",Atlanta Braves,5,Arizona D'Backs,4
"Monday, July 8, 2024",Minnesota Twins,8,Chicago White Sox,6
"Monday, July 8, 2024",Colorado Rockies,0,Cincinnati Reds,6
"Monday, July 8, 2024",Cleveland Guardians,0,Detroit Tigers,1
"Monday, July 8, 2024",New York Mets,2,Pittsburgh Pirates,8
"Monday, July 8, 2024",St. Louis Cardinals,6,Washington Nationals,0
"Tuesday, July 9, 2024",Texas Rangers,5,Los Angeles Angels,4
"Tuesday, July 9, 2024",Atlanta Braves,6,Arizona D'Backs,2
"Tuesday, July 9, 2024",Chicago Cubs,9,Baltimore Orioles,2
"Tuesday, July 9, 2024",Oakland Athletics,9,Boston Red Sox,12
"Tuesday, July 9, 2024",Colorado Rockies,6,Cincinnati Reds,12
"Tuesday, July 9, 2024",Cleveland Guardians,9,Detroit Tigers,8
"Tuesday, July 9, 2024",Miami Marlins,3,Houston Astros,4
"Tuesday, July 9, 2024",Pittsburgh Pirates,12,Milwaukee Brewers,2
"Tuesday, July 9, 2024",Washington Nationals,5,New York Mets,7
"Tuesday, July 9, 2024",Los Angeles Dodgers,1,Philadelphia Phillies,10
"Tuesday, July 9, 2024",Seattle Mariners,8,San Diego Padres,3
"Tuesday, July 9, 2024",Toronto Blue Jays,3,San Francisco Giants,4
"Tuesday, July 9, 2024",New York Yankees,3,Tampa Bay Rays,5
"Wednesday, July 10, 2024",Texas Rangers,2,Los Angeles Angels,7
"Wednesday, July 10, 2024",Atlanta Braves,5,Arizona D'Backs,7
"Wednesday, July 10, 2024",Chicago Cubs,4,Baltimore Orioles,0
"Wednesday, July 10, 2024",Oakland Athletics,5,Boston Red Sox,2
"Wednesday, July 10, 2024",Minnesota Twins,1,Chicago White Sox,3
"Wednesday, July 10, 2024",Minnesota Twins,3,Chicago White Sox,2
"Wednesday, July 10, 2024",Colorado Rockies,6,Cincinnati Reds,5
"Wednesday, July 10, 2024",Cleveland Guardians,4,Detroit Tigers,5
"Wednesday, July 10, 2024",Miami Marlins,1,Houston Astros,9
"Wednesday, July 10, 2024",Pittsburgh Pirates,0,Milwaukee Brewers,9
"Wednesday, July 10, 2024",Washington Nationals,2,New York Mets,6
"Wednesday, July 10, 2024",Los Angeles Dodgers,3,Philadelphia Phillies,4
"Wednesday, July 10, 2024",Seattle Mariners,2,San Diego Padres,0
"Wednesday, July 10, 2024",Toronto Blue Jays,10,San Francisco Giants,6
"Wednesday, July 10, 2024",Kansas City Royals,6,St. Louis Cardinals,4
"Wednesday, July 10, 2024",Kansas City Royals,8,St. Louis Cardinals,5
"Wednesday, July 10, 2024",New York Yankees,2,Tampa Bay Rays,1
"Thursday, July 11, 2024",Seattle Mariners,11,Los Angeles Angels,0
"Thursday, July 11, 2024",Atlanta Braves,0,Arizona D'Backs,1
"Thursday, July 11, 2024",Chicago Cubs,8,Baltimore Orioles,0
"Thursday, July 11, 2024",Oakland Athletics,0,Boston Red Sox,7
"Thursday, July 11, 2024",Colorado Rockies,1,Cincinnati Reds,8
"Thursday, July 11, 2024",Cleveland Guardians,1,Detroit Tigers,10
"Thursday, July 11, 2024",Miami Marlins,3,Houston Astros,6
"Thursday, July 11, 2024",Pittsburgh Pirates,1,Milwaukee Brewers,0
"Thursday, July 11, 2024",Washington Nationals,0,New York Mets,7
"Thursday, July 11, 2024",Los Angeles Dodgers,1,Philadelphia Phillies,5
"Thursday, July 11, 2024",Toronto Blue Jays,5,San Francisco Giants,3
"Thursday, July 11, 2024",New York Yankees,4,Tampa Bay Rays,5
"Friday, July 12, 2024",Seattle Mariners,5,Los Angeles Angels,6
"Friday, July 12, 2024",Toronto Blue Jays,4,Arizona D'Backs,5
"Friday, July 12, 2024",New York Yankees,4,Baltimore Orioles,1
"Friday, July 12, 2024",Kansas City Royals,6,Boston Red Sox,1
"Friday, July 12, 2024",Pittsburgh Pirates,4,Chicago White Sox,1
"Friday, July 12, 2024",Miami Marlins,4,Cincinnati Reds,7
"Friday, July 12, 2024",Los Angeles Dodgers,4,Detroit Tigers,3
"Friday, July 12, 2024",Texas Rangers,3,Houston Astros,6
"Friday, July 12, 2024",Washington Nationals,5,Milwaukee Brewers,2
"Friday, July 12, 2024",Colorado Rockies,6,New York Mets,7
"Friday, July 12, 2024",Oakland Athletics,6,Philadelphia Phillies,2
"Friday, July 12, 2024",Atlanta Braves,6,San Diego Padres,1
"Friday, July 12, 2024",Minnesota Twins,1,San Francisco Giants,7
"Friday, July 12, 2024",Chicago Cubs,5,St. Louis Cardinals,1
"Friday, July 12, 2024",Cleveland Guardians,0,Tampa Bay Rays,2
"Saturday, July 13, 2024",Seattle Mariners,1,Los Angeles Angels,2
"Saturday, July 13, 2024",Toronto Blue Jays,1,Arizona D'Backs,12
"Saturday, July 13, 2024",New York Yankees,6,Baltimore Orioles,1
"Saturday, July 13, 2024",Kansas City Royals,0,Boston Red Sox,5
"Saturday, July 13, 2024",Pittsburgh Pirates,6,Chicago White Sox,2
"Saturday, July 13, 2024",Miami Marlins,6,Cincinnati Reds,10
"Saturday, July 13, 2024",Los Angeles Dodgers,9,Detroit Tigers,11
"Saturday, July 13, 2024",Texas Rangers,2,Houston Astros,1
"Saturday, July 13, 2024",Washington Nationals,6,Milwaukee Brewers,5
"Saturday, July 13, 2024",Colorado Rockies,3,New York Mets,7
"Saturday, July 13, 2024",Oakland Athletics,5,Philadelphia Phillies,11
"Saturday, July 13, 2024",Atlanta Braves,0,San Diego Padres,4
"Saturday, July 13, 2024",Minnesota Twins,4,San Francisco Giants,2
"Saturday, July 13, 2024",Chicago Cubs,3,St. Louis Cardinals,11
"Saturday, July 13, 2024",Chicago Cubs,4,St. Louis Cardinals,5
"Saturday, July 13, 2024",Cleveland Guardians,4,Tampa Bay Rays,2
"Sunday, July 14, 2024",Seattle Mariners,2,Los Angeles Angels,3
"Sunday, July 14, 2024",Toronto Blue Jays,8,Arizona D'Backs,7
"Sunday, July 14, 2024",New York Yankees,5,Baltimore Orioles,6
"Sunday, July 14, 2024",Kansas City Royals,4,Boston Red Sox,5
"Sunday, July 14, 2024",Pittsburgh Pirates,9,Chicago White Sox,4
"Sunday, July 14, 2024",Miami Marlins,3,Cincinnati Reds,2
"Sunday, July 14, 2024",Los Angeles Dodgers,3,Detroit Tigers,4
"Sunday, July 14, 2024",Texas Rangers,4,Houston Astros,2
"Sunday, July 14, 2024",Washington Nationals,3,Milwaukee Brewers,9
"Sunday, July 14, 2024",Colorado Rockies,8,New York Mets,5
"Sunday, July 14, 2024",Oakland Athletics,18,Philadelphia Phillies,3
"Sunday, July 14, 2024",Atlanta Braves,6,San Diego Padres,3
"Sunday, July 14, 2024",Minnesota Twins,2,San Francisco Giants,3
"Sunday, July 14, 2024",Chicago Cubs,8,St. Louis Cardinals,3
"Sunday, July 14, 2024",Cleveland Guardians,0,Tampa Bay Rays,2
"Friday, July 19, 2024",Arizona D'Backs,5,Chicago Cubs,2
"Friday, July 19, 2024",San Diego Padres,0,Cleveland Guardians,7
"Friday, July 19, 2024",San Francisco Giants,3,Colorado Rockies,7
"Friday, July 19, 2024",Chicago White Sox,1,Kansas City Royals,7
"Friday, July 19, 2024",Boston Red Sox,1,Los Angeles Dodgers,4
"Friday, July 19, 2024",New York Mets,4,Miami Marlins,6
"Friday, July 19, 2024",Tampa Bay Rays,1,New York Yankees,6
"Friday, July 19, 2024",Los Angeles Angels,3,Oakland Athletics,13
"Friday, July 19, 2024",Philadelphia Phillies,7,Pittsburgh Pirates,8
"Friday, July 19, 2024",Houston Astros,3,Seattle Mariners,0
"Friday, July 19, 2024",Baltimore Orioles,9,Texas Rangers,1
"Friday, July 19, 2024",Detroit Tigers,5,Toronto Blue Jays,4
"Friday, July 19, 2024",Cincinnati Reds,5,Washington Nationals,8
"Saturday, July 20, 2024",St. Louis Cardinals,2,Atlanta Braves,3
"Saturday, July 20, 2024",St. Louis Cardinals,9,Atlanta Braves,5
"Saturday, July 20, 2024",Arizona D'Backs,3,Chicago Cubs,0
"Saturday, July 20, 2024",San Diego Padres,7,Cleveland Guardians,0
"Saturday, July 20, 2024",San Francisco Giants,3,Colorado Rockies,4
"Saturday, July 20, 2024",Chicago White Sox,1,Kansas City Royals,6
"Saturday, July 20, 2024",Boston Red Sox,6,Los Angeles Dodgers,7
"Saturday, July 20, 2024",New York Mets,1,Miami Marlins,0
"Saturday, July 20, 2024",Milwaukee Brewers,8,Minnesota Twins,4
"Saturday, July 20, 2024",Tampa Bay Rays,9,New York Yankees,1
"Saturday, July 20, 2024",Los Angeles Angels,2,Oakland Athletics,8
"Saturday, July 20, 2024",Philadelphia Phillies,1,Pittsburgh Pirates,4
"Saturday, July 20, 2024",Houston Astros,4,Seattle Mariners,2
"Saturday, July 20, 2024",Baltimore Orioles,8,Texas Rangers,4
"Saturday, July 20, 2024",Detroit Tigers,7,Toronto Blue Jays,3
"Saturday, July 20, 2024",Cincinnati Reds,4,Washington Nationals,5
"Sunday, July 21, 2024",St. Louis Cardinals,6,Atlanta Braves,2
"Sunday, July 21, 2024",Arizona D'Backs,1,Chicago Cubs,2
"Sunday, July 21, 2024",San Diego Padres,2,Cleveland Guardians,1
"Sunday, July 21, 2024",San Francisco Giants,3,Colorado Rockies,2
"Sunday, July 21, 2024",Chicago White Sox,1,Kansas City Royals,4
"Sunday, July 21, 2024",Boston Red Sox,6,Los Angeles Dodgers,9
"Sunday, July 21, 2024",New York Mets,2,Miami Marlins,4
"Sunday, July 21, 2024",Milwaukee Brewers,8,Minnesota Twins,7
"Sunday, July 21, 2024",Tampa Bay Rays,6,New York Yankees,4
"Sunday, July 21, 2024",Los Angeles Angels,8,Oakland Athletics,5
"Sunday, July 21, 2024",Philadelphia Phillies,6,Pittsburgh Pirates,0
"Sunday, July 21, 2024",Houston Astros,4,Seattle Mariners,6
"Sunday, July 21, 2024",Baltimore Orioles,2,Texas Rangers,3
"Sunday, July 21, 2024",Detroit Tigers,4,Toronto Blue Jays,5
"Sunday, July 21, 2024",Cincinnati Reds,2,Washington Nationals,5
"Monday, July 22, 2024",Cincinnati Reds,4,Atlanta Braves,1
"Monday, July 22, 2024",Milwaukee Brewers,1,Chicago Cubs,3
"Monday, July 22, 2024",Detroit Tigers,8,Cleveland Guardians,2
"Monday, July 22, 2024",Boston Red Sox,8,Colorado Rockies,9
"Monday, July 22, 2024",Arizona D'Backs,4,Kansas City Royals,10
"Monday, July 22, 2024",San Francisco Giants,2,Los Angeles Dodgers,3
"Monday, July 22, 2024",New York Mets,6,Miami Marlins,4
"Monday, July 22, 2024",Philadelphia Phillies,2,Minnesota Twins,7
"Monday, July 22, 2024",Tampa Bay Rays,1,New York Yankees,9
"Monday, July 22, 2024",Houston Astros,0,Oakland Athletics,4
"Monday, July 22, 2024",St. Louis Cardinals,1,Pittsburgh Pirates,2
"Monday, July 22, 2024",Los Angeles Angels,3,Seattle Mariners,1
"Monday, July 22, 2024",Chicago White Sox,3,Texas Rangers,4
"Tuesday, July 23, 2024",Milwaukee Brewers,1,Chicago Cubs,0
"Tuesday, July 23, 2024",Detroit Tigers,4,Cleveland Guardians,5
"Tuesday, July 23, 2024",Boston Red Sox,6,Colorado Rockies,0
"Tuesday, July 23, 2024",Arizona D'Backs,6,Kansas City Royals,2
"Tuesday, July 23, 2024",San Francisco Giants,2,Los Angeles Dodgers,5
"Tuesday, July 23, 2024",Baltimore Orioles,3,Miami Marlins,6
"Tuesday, July 23, 2024",Philadelphia Phillies,3,Minnesota Twins,0
"Tuesday, July 23, 2024",New York Mets,3,New York Yankees,2
"Tuesday, July 23, 2024",Houston Astros,2,Oakland Athletics,8
"Tuesday, July 23, 2024",St. Louis Cardinals,2,Pittsburgh Pirates,1
"Tuesday, July 23, 2024",Los Angeles Angels,5,Seattle Mariners,1
"Tuesday, July 23, 2024",Chicago White Sox,2,Texas Rangers,3
"Tuesday, July 23, 2024",Tampa Bay Rays,4,Toronto Blue Jays,2
"Tuesday, July 23, 2024",San Diego Padres,4,Washington Nationals,0
"Wednesday, July 24, 2024",Cincinnati Reds,9,Atlanta Braves,4
"Wednesday, July 24, 2024",Milwaukee Brewers,3,Chicago Cubs,2
"Wednesday, July 24, 2024",Detroit Tigers,1,Cleveland Guardians,2
